source,record,event_label,duration_stratum,event_hr,basal_start,basal_end,approach_start,approach_end,path,detector,collapse_role,L,theta_delta_S,theta_R,basal_mode,basal_q,mad_kappa,hop,n_symbols,basal_idx_start,basal_idx_end,search_start_idx,search_end_idx,alarmed,lead_time_h,detection_hr,first_alarm_idx,n_alarm_samples_search,n_core_alarm_samples_search,mean_S_approach,mean_D_approach,frac_low_div_approach,frac_high_syn_approach,error
sddb,44,SDDB,holter_analytic,19.645833333333332,9.645833333333332,12.645833333333332,16.645833333333332,19.645833333333332,rr_44_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,118665,46076,61807,61807,98706,1,6.986450737847221,12.659382595486111,61881,21544,21544,0.5656568601665727,0.3629845325317803,0.5442419688145782,0.6320370718266641,
sddb,44,SDDB,holter_analytic,19.645833333333332,9.645833333333332,12.645833333333332,16.645833333333332,19.645833333333332,rr_44_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,118665,46076,61807,61807,98706,1,6.641471354166665,13.004361979166667,63707,786,786,0.5656568601665727,0.3629845325317803,0.5442419688145782,0.6320370718266641,
sddb,44,SDDB,holter_analytic,19.645833333333332,9.645833333333332,12.645833333333332,16.645833333333332,19.645833333333332,rr_44_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,118665,46076,61807,61807,98706,1,6.651877170138889,12.993956163194444,63654,16674,16674,0.5656568601665727,0.3629845325317803,0.5442419688145782,0.49232888721898677,
sddb,44,SDDB,holter_analytic,19.645833333333332,9.645833333333332,12.645833333333332,16.645833333333332,19.645833333333332,rr_44_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,118665,46076,61807,61807,98706,1,6.652652994791666,12.993180338541666,63649,18146,18146,0.5656568601665727,0.3629845325317803,0.5442419688145782,0.5294633352119732,
sddb,44,SDDB,holter_analytic,19.645833333333332,9.645833333333332,12.645833333333332,16.645833333333332,19.645833333333332,rr_44_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,118665,46076,61807,61807,98706,1,6.6117480468749985,13.034085286458334,63857,561,561,0.5656568601665727,0.3629845325317803,0.5442419688145782,0.49232888721898677,
sddb,44,SDDB,holter_analytic,19.645833333333332,9.645833333333332,12.645833333333332,16.645833333333332,19.645833333333332,rr_44_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,118665,46076,61807,61807,98706,1,6.592301432291665,13.053531901041667,63957,324,324,0.5517350992548062,0.43061730714370205,0.3931367023608241,0.5339720708873442,
vfdb,418,VFL,too_short,0.1106933339436849,0.0,0.03320800018310547,0.07748533376057942,0.1106933339436849,vfdb_418_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,4291,0,220,220,741,1,0.07459444681803386,0.03609888712565104,239,1,1,0.5377132743362832,0.43854473942969524,0.0,0.0,
vfdb,418,VFL,too_short,0.1106933339436849,0.0,0.03320800018310547,0.07748533376057942,0.1106933339436849,vfdb_418_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,4291,0,220,220,741,0,nan,nan,,0,0,0.5377132743362832,0.43854473942969524,0.0,0.0,
vfdb,418,VFL,too_short,0.1106933339436849,0.0,0.03320800018310547,0.07748533376057942,0.1106933339436849,vfdb_418_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,4291,0,220,220,741,0,nan,nan,,0,0,0.5377132743362832,0.43854473942969524,0.0,0.0,
vfdb,418,VFL,too_short,0.1106933339436849,0.0,0.03320800018310547,0.07748533376057942,0.1106933339436849,vfdb_418_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,4291,0,220,220,741,0,nan,nan,,0,0,0.5377132743362832,0.43854473942969524,0.0,0.0,
vfdb,418,VFL,too_short,0.1106933339436849,0.0,0.03320800018310547,0.07748533376057942,0.1106933339436849,vfdb_418_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,4291,0,220,220,741,0,nan,nan,,0,0,0.5377132743362832,0.43854473942969524,0.0,0.0,
vfdb,418,VFL,too_short,0.1106933339436849,0.0,0.03320800018310547,0.07748533376057942,0.1106933339436849,vfdb_418_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,4291,0,220,220,741,0,nan,nan,,0,0,0.5034123893805311,0.5630530973451326,0.0,0.0,
vfdb,419,VFL,too_short,0.011334444681803385,0.0,0.0034003334045410154,0.00793411127726237,0.011334444681803385,vfdb_419_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,3881,0,100,19,71,0,nan,nan,,0,0,0.658,0.1717171717171718,0.9565217391304348,0.0,
vfdb,419,VFL,too_short,0.011334444681803385,0.0,0.0034003334045410154,0.00793411127726237,0.011334444681803385,vfdb_419_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,3881,0,100,19,71,0,nan,nan,,0,0,0.658,0.1717171717171718,0.9565217391304348,0.0,
vfdb,419,VFL,too_short,0.011334444681803385,0.0,0.0034003334045410154,0.00793411127726237,0.011334444681803385,vfdb_419_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,3881,0,100,19,71,0,nan,nan,,0,0,0.658,0.1717171717171718,0.9565217391304348,0.0,
vfdb,419,VFL,too_short,0.011334444681803385,0.0,0.0034003334045410154,0.00793411127726237,0.011334444681803385,vfdb_419_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,3881,0,100,19,71,0,nan,nan,,0,0,0.658,0.1717171717171718,0.9565217391304348,0.0,
vfdb,419,VFL,too_short,0.011334444681803385,0.0,0.0034003334045410154,0.00793411127726237,0.011334444681803385,vfdb_419_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,3881,0,100,19,71,0,nan,nan,,0,0,0.658,0.1717171717171718,0.9565217391304348,0.0,
vfdb,419,VFL,too_short,0.011334444681803385,0.0,0.0034003334045410154,0.00793411127726237,0.011334444681803385,vfdb_419_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,3881,0,100,19,71,0,nan,nan,,0,0,nan,nan,0.0,0.0,
vfdb,420,VT,short_15_60min,0.3972644382052951,0.0,0.13242147940176505,0.2648429588035301,0.3972644382052951,vfdb_420_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,2973,0,543,543,1599,1,0.12426110161675347,0.27300333658854165,1109,57,57,0.4701409961685824,0.5526287782034908,0.0,0.20306513409961685,
vfdb,420,VT,short_15_60min,0.3972644382052951,0.0,0.13242147940176505,0.2648429588035301,0.3972644382052951,vfdb_420_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,2973,0,543,543,1599,0,nan,nan,,0,0,0.4701409961685824,0.5526287782034908,0.0,0.20306513409961685,
vfdb,420,VT,short_15_60min,0.3972644382052951,0.0,0.13242147940176505,0.2648429588035301,0.3972644382052951,vfdb_420_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,2973,0,543,543,1599,1,0.23487999810112845,0.16238444010416667,667,284,284,0.4701409961685824,0.5526287782034908,0.0,0.6340996168582376,
vfdb,420,VT,short_15_60min,0.3972644382052951,0.0,0.13242147940176505,0.2648429588035301,0.3972644382052951,vfdb_420_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,2973,0,543,543,1599,1,0.12426110161675347,0.27300333658854165,1109,31,31,0.4701409961685824,0.5526287782034908,0.0,0.1206896551724138,
vfdb,420,VT,short_15_60min,0.3972644382052951,0.0,0.13242147940176505,0.2648429588035301,0.3972644382052951,vfdb_420_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,2973,0,543,543,1599,1,0.11563222249348953,0.2816322157118056,1143,5,5,0.4701409961685824,0.5526287782034908,0.0,0.6340996168582376,
vfdb,420,VT,short_15_60min,0.3972644382052951,0.0,0.13242147940176505,0.2648429588035301,0.3972644382052951,vfdb_420_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,2973,0,543,543,1599,1,0.09014777289496523,0.3071166653103299,1243,4,4,0.43397739463601537,0.6566091954022989,0.0,0.6781609195402298,
vfdb,421,VT,too_short,0.24837554931640626,0.0,0.07451266479492187,0.17386288452148438,0.24837554931640626,vfdb_421_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,4415,0,479,479,1590,1,0.11459665934244792,0.13377888997395834,861,36,36,0.41199917525773194,0.5888888888888888,0.0,0.026804123711340205,
vfdb,421,VT,too_short,0.24837554931640626,0.0,0.07451266479492187,0.17386288452148438,0.24837554931640626,vfdb_421_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,4415,0,479,479,1590,0,nan,nan,,0,0,0.41199917525773194,0.5888888888888888,0.0,0.026804123711340205,
vfdb,421,VT,too_short,0.24837554931640626,0.0,0.07451266479492187,0.17386288452148438,0.24837554931640626,vfdb_421_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,4415,0,479,479,1590,1,0.15037999471028646,0.09799555460611979,634,98,98,0.41199917525773194,0.5888888888888888,0.0,0.09072164948453608,
vfdb,421,VT,too_short,0.24837554931640626,0.0,0.07451266479492187,0.17386288452148438,0.24837554931640626,vfdb_421_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,4415,0,479,479,1590,1,0.11361999511718751,0.13475555419921875,867,17,17,0.41199917525773194,0.5888888888888888,0.0,0.012371134020618556,
vfdb,421,VT,too_short,0.24837554931640626,0.0,0.07451266479492187,0.17386288452148438,0.24837554931640626,vfdb_421_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,4415,0,479,479,1590,1,0.1075066630045573,0.14086888631184896,904,1,1,0.41199917525773194,0.5888888888888888,0.0,0.09072164948453608,
vfdb,421,VT,too_short,0.24837554931640626,0.0,0.07451266479492187,0.17386288452148438,0.24837554931640626,vfdb_421_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,4415,0,479,479,1590,0,nan,nan,,0,0,0.3685814432989691,0.6841924398625431,0.0,0.016494845360824743,
vfdb,422,VT,short_15_60min,0.37023444281684026,0.0,0.12341148093894676,0.24682296187789352,0.37023444281684026,vfdb_422_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,3973,0,759,759,2270,1,0.24281222025553384,0.12742222256130642,782,51,51,0.4405832898172324,0.5579126776907456,0.0,0.0,
vfdb,422,VT,short_15_60min,0.37023444281684026,0.0,0.12341148093894676,0.24682296187789352,0.37023444281684026,vfdb_422_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,3973,0,759,759,2270,1,0.23447111341688368,0.13576332939995658,834,1,1,0.4405832898172324,0.5579126776907456,0.0,0.0,
vfdb,422,VT,short_15_60min,0.37023444281684026,0.0,0.12341148093894676,0.24682296187789352,0.37023444281684026,vfdb_422_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,3973,0,759,759,2270,1,0.24088222079806856,0.1293522220187717,794,25,25,0.4405832898172324,0.5579126776907456,0.0,0.0,
vfdb,422,VT,short_15_60min,0.37023444281684026,0.0,0.12341148093894676,0.24682296187789352,0.37023444281684026,vfdb_422_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,3973,0,759,759,2270,1,0.2403766632080078,0.12985777960883246,797,16,16,0.4405832898172324,0.5579126776907456,0.0,0.0,
vfdb,422,VT,short_15_60min,0.37023444281684026,0.0,0.12341148093894676,0.24682296187789352,0.37023444281684026,vfdb_422_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,3973,0,759,759,2270,0,nan,nan,,0,0,0.4405832898172324,0.5579126776907456,0.0,0.0,
vfdb,422,VT,short_15_60min,0.37023444281684026,0.0,0.12341148093894676,0.24682296187789352,0.37023444281684026,vfdb_422_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,3973,0,759,759,2270,0,nan,nan,,0,0,0.4039834203655353,0.6678633594429939,0.0,0.0,
vfdb,423,VT,too_short,0.24957222832573786,0.0,0.07487166849772135,0.1747005598280165,0.24957222832573786,vfdb_423_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,2860,0,328,328,1105,1,0.10437445746527779,0.14519777086046007,639,9,9,0.40045165165165175,0.5937604270937604,0.0,0.03903903903903904,
vfdb,423,VT,too_short,0.24957222832573786,0.0,0.07487166849772135,0.1747005598280165,0.24957222832573786,vfdb_423_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,2860,0,328,328,1105,0,nan,nan,,0,0,0.40045165165165175,0.5937604270937604,0.0,0.03903903903903904,
vfdb,423,VT,too_short,0.24957222832573786,0.0,0.07487166849772135,0.1747005598280165,0.24957222832573786,vfdb_423_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,2860,0,328,328,1105,1,0.17266333685980906,0.07690889146592882,337,74,74,0.40045165165165175,0.5937604270937604,0.0,0.1111111111111111,
vfdb,423,VT,too_short,0.24957222832573786,0.0,0.07487166849772135,0.1747005598280165,0.24957222832573786,vfdb_423_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,2860,0,328,328,1105,1,0.10482223510742189,0.14474999321831597,637,19,19,0.40045165165165175,0.5937604270937604,0.0,0.05105105105105105,
vfdb,423,VT,too_short,0.24957222832573786,0.0,0.07487166849772135,0.1747005598280165,0.24957222832573786,vfdb_423_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,2860,0,328,328,1105,0,nan,nan,,0,0,0.40045165165165175,0.5937604270937604,0.0,0.1111111111111111,
vfdb,423,VT,too_short,0.24957222832573786,0.0,0.07487166849772135,0.1747005598280165,0.24957222832573786,vfdb_423_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,2860,0,328,328,1105,0,nan,nan,,0,0,0.3546261261261261,0.6897731064397732,0.0,0.0,
vfdb,424,VFIB,short_15_60min,0.3497211032443576,0.0,0.11657370108145254,0.23314740216290508,0.3497211032443576,vfdb_424_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,3894,0,909,909,2682,1,0.22591888427734375,0.12380221896701389,965,22,22,0.4362600461893764,0.5566140620990505,0.0023094688221709007,0.005773672055427252,
vfdb,424,VFIB,short_15_60min,0.3497211032443576,0.0,0.11657370108145254,0.23314740216290508,0.3497211032443576,vfdb_424_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,3894,0,909,909,2682,0,nan,nan,,0,0,0.4362600461893764,0.5566140620990505,0.0023094688221709007,0.005773672055427252,
vfdb,424,VFIB,short_15_60min,0.3497211032443576,0.0,0.11657370108145254,0.23314740216290508,0.3497211032443576,vfdb_424_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,3894,0,909,909,2682,1,0.22710221184624563,0.12261889139811198,956,103,103,0.4362600461893764,0.5566140620990505,0.0023094688221709007,0.026558891454965358,
vfdb,424,VFIB,short_15_60min,0.3497211032443576,0.0,0.11657370108145254,0.23314740216290508,0.3497211032443576,vfdb_424_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,3894,0,909,909,2682,1,0.22591888427734375,0.12380221896701389,965,27,27,0.4362600461893764,0.5566140620990505,0.0023094688221709007,0.005773672055427252,
vfdb,424,VFIB,short_15_60min,0.3497211032443576,0.0,0.11657370108145254,0.23314740216290508,0.3497211032443576,vfdb_424_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,3894,0,909,909,2682,0,nan,nan,,0,0,0.4362600461893764,0.5566140620990505,0.0023094688221709007,0.026558891454965358,
vfdb,424,VFIB,short_15_60min,0.3497211032443576,0.0,0.11657370108145254,0.23314740216290508,0.3497211032443576,vfdb_424_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,3894,0,909,909,2682,0,nan,nan,,0,0,0.4065475750577367,0.6487041313831152,0.0,0.09006928406466513,
vfdb,425,VT,short_15_60min,0.25822555541992187,0.0,0.08607518513997396,0.17215037027994792,0.25822555541992187,vfdb_425_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,2058,0,242,242,719,1,0.04535444471571179,0.21287111070421008,579,44,44,0.4523900826446281,0.5417814508723598,0.0,0.2396694214876033,
vfdb,425,VT,short_15_60min,0.25822555541992187,0.0,0.08607518513997396,0.17215037027994792,0.25822555541992187,vfdb_425_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,2058,0,242,242,719,0,nan,nan,,0,0,0.4523900826446281,0.5417814508723598,0.0,0.2396694214876033,
vfdb,425,VT,short_15_60min,0.25822555541992187,0.0,0.08607518513997396,0.17215037027994792,0.25822555541992187,vfdb_425_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,2058,0,242,242,719,1,0.11897555881076388,0.139249996609158,381,117,117,0.4523900826446281,0.5417814508723598,0.0,0.47520661157024796,
vfdb,425,VT,short_15_60min,0.25822555541992187,0.0,0.08607518513997396,0.17215037027994792,0.25822555541992187,vfdb_425_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,2058,0,242,242,719,1,0.04535444471571179,0.21287111070421008,579,53,53,0.4523900826446281,0.5417814508723598,0.0,0.26859504132231404,
vfdb,425,VT,short_15_60min,0.25822555541992187,0.0,0.08607518513997396,0.17215037027994792,0.25822555541992187,vfdb_425_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,2058,0,242,242,719,1,0.03039443969726563,0.22783111572265624,617,1,1,0.4523900826446281,0.5417814508723598,0.0,0.47520661157024796,
vfdb,425,VT,short_15_60min,0.25822555541992187,0.0,0.08607518513997396,0.17215037027994792,0.25822555541992187,vfdb_425_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,2058,0,242,242,719,1,0.0057388814290364465,0.2524866739908854,692,1,1,0.4120735537190082,0.6388888888888891,0.0,0.5495867768595041,
vfdb,426,VF,too_short,0.179368896484375,0.0,0.0538106689453125,0.1255582275390625,0.179368896484375,vfdb_426_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,3701,0,217,217,732,0,nan,nan,,0,0,0.3958051724137931,0.6119492337164751,0.0,0.0,
vfdb,426,VF,too_short,0.179368896484375,0.0,0.0538106689453125,0.1255582275390625,0.179368896484375,vfdb_426_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,3701,0,217,217,732,0,nan,nan,,0,0,0.3958051724137931,0.6119492337164751,0.0,0.0,
vfdb,426,VF,too_short,0.179368896484375,0.0,0.0538106689453125,0.1255582275390625,0.179368896484375,vfdb_426_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,3701,0,217,217,732,0,nan,nan,,0,0,0.3958051724137931,0.6119492337164751,0.0,0.0,
vfdb,426,VF,too_short,0.179368896484375,0.0,0.0538106689453125,0.1255582275390625,0.179368896484375,vfdb_426_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,3701,0,217,217,732,0,nan,nan,,0,0,0.3958051724137931,0.6119492337164751,0.0,0.0,
vfdb,426,VF,too_short,0.179368896484375,0.0,0.0538106689453125,0.1255582275390625,0.179368896484375,vfdb_426_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,3701,0,217,217,732,0,nan,nan,,0,0,0.3958051724137931,0.6119492337164751,0.0,0.0,
vfdb,426,VF,too_short,0.179368896484375,0.0,0.0538106689453125,0.1255582275390625,0.179368896484375,vfdb_426_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,3701,0,217,217,732,0,nan,nan,,0,0,0.3716719827586207,0.6846264367816091,0.0,0.0,
vfdb,427,VT,too_short,0.18013776991102431,0.0,0.054041330973307294,0.12609643893771702,0.18013776991102431,vfdb_427_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,4241,0,237,237,801,1,0.09281110127766928,0.08732666863335503,385,3,3,0.42394403292181077,0.5807041609510745,0.0,0.0,
vfdb,427,VT,too_short,0.18013776991102431,0.0,0.054041330973307294,0.12609643893771702,0.18013776991102431,vfdb_427_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,4241,0,237,237,801,0,nan,nan,,0,0,0.42394403292181077,0.5807041609510745,0.0,0.0,
vfdb,427,VT,too_short,0.18013776991102431,0.0,0.054041330973307294,0.12609643893771702,0.18013776991102431,vfdb_427_clean.npz,R2_basal_q90,none,50,,5,percentile,90.0,,1,4241,0,237,237,801,1,0.09415999518500436,0.08597777472601996,379,43,43,0.42394403292181077,0.5807041609510745,0.0,0.07407407407407407,
vfdb,427,VT,too_short,0.18013776991102431,0.0,0.054041330973307294,0.12609643893771702,0.18013776991102431,vfdb_427_clean.npz,R3_basal_mad,none,50,,5,mad,,2.5,1,4241,0,237,237,801,0,nan,nan,,0,0,0.42394403292181077,0.5807041609510745,0.0,0.0,
vfdb,427,VT,too_short,0.18013776991102431,0.0,0.054041330973307294,0.12609643893771702,0.18013776991102431,vfdb_427_clean.npz,R4_combo,none,50,,3,percentile,90.0,,25,4241,0,237,237,801,0,nan,nan,,0,0,0.42394403292181077,0.5807041609510745,0.0,0.07407407407407407,
vfdb,427,VT,too_short,0.18013776991102431,0.0,0.054041330973307294,0.12609643893771702,0.18013776991102431,vfdb_427_clean.npz,R5_combo_Ls100,none,100,,3,percentile,90.0,,50,4241,0,237,237,801,0,nan,nan,,0,0,0.38989259259259257,0.6754686785550984,0.0,0.0,
vfdb,428,VT,short_15_60min,0.4687388780381944,0.0,0.15624629267939813,0.31249258535879626,0.4687388780381944,vfdb_428_clean.npz,R0_I0_ref,none,50,0.08,5,mean_delta,,,1,3272,0,814,814,2462,0,nan,nan,,0,0,0.4153847619047619,0.5782407407407407,0.0,0.0011904761904761906,
vfdb,428,VT,short_15_60min,0.4687388780381944,0.0,0.15624629267939813,0.31249258535879626,0.4687388780381944,vfdb_428_clean.npz,R1_hop,none,50,0.08,3,mean_delta,,,25,3272,0,814,814,2462,0,nan,nan,,0,0,0.4153847619047619,0.5782407407407407,0.0,0.0011904761904761906,
